simulation,total_return,annual_return,max_drawdown,sharpe_ratio,final_value,volatility
28,3.2542850206524436,0.3402271451865637,-0.3530549368883557,1.0053994291346187,212714.25103262218,0.35369557249994804
29,1.411611773219338,0.19486983362461952,-0.31838387248712846,0.7485989122550987,120580.5886609669,0.29682250915339903
30,3.92668537301343,0.3805980913588374,-0.24407212082033383,1.1364061845563425,246334.2686506715,0.33292312579822536
31,1.9837111927575752,0.24743586380116112,-0.27627357762318755,0.8235345486315455,149185.55963787876,0.3379742325777291
32,13.27443036231543,0.7120098985854664,-0.21148630827998138,1.667460478886283,713721.5181157715,0.36230666127110756
33,5.036180422911694,0.4384903881352773,-0.22032147827561188,1.2503098409259823,301809.0211455847,0.3360618022938686
34,6.6530656326176265,0.5092223729328529,-0.2789299299946637,1.3127131738484252,382653.2816308813,0.36428603781058955
35,0.9477841597877579,0.14434985646694098,-0.2984876369234672,0.6130088855662983,97389.2079893879,0.2876566684297415
36,6.59216083359565,0.5067854891487849,-0.21493504497479027,1.3908575030884704,379608.0416797825,0.3352530856756785
37,1.8217729278020625,0.23343657286839004,-0.2801751626363546,0.8082610184133314,141088.64639010312,0.32595684732098695
38,2.141146837557882,0.26047634539351106,-0.3096097134184706,0.9115991002724304,157057.3418778941,0.30544093329496097
39,2.8092914361426318,0.31061190308411657,-0.28518039478589063,0.9895953436469003,190464.57180713158,0.32802591994583447
40,5.487355131559813,0.4596152954518622,-0.18752160858654124,1.255653716489199,324367.75657799066,0.3502846284664502
41,3.7135238261580072,0.3683029956269024,-0.30651951433450003,1.0703137367157363,235676.19130790036,0.35022553576182924
42,0.5009352915450578,0.08559719595897941,-0.46678819962218293,0.4238242149627741,75046.76457725289,0.3012489992642013
43,13.247941517151997,0.7113668930568322,-0.21130156041426193,1.6162404355292923,712397.0758575998,0.37713042415508496
44,1.9027043317472878,0.2405108481825584,-0.24383807231705193,0.8663521921623534,145135.21658736438,0.3015876272736711
45,3.5650415969920495,0.3594738122779737,-0.24309075447471531,1.0985018022510291,228252.07984960248,0.32951664391097496
46,8.544252794393403,0.5781564477484322,-0.25462504653860774,1.4414902355214438,477212.6397196701,0.3628822704295405
47,3.350225937511495,0.3462856624366819,-0.30801726664189505,1.0054956917999485,217511.29687557474,0.3610990990286829
48,2.768185914519145,0.30773920500507046,-0.23840760247128764,0.9416421873839866,188409.29572595726,0.3510766688247089
49,1.446154821758471,0.198311661709778,-0.30401835900067664,0.7278920823628188,122307.74108792355,0.3181806675307167
50,4.247222910434271,0.39831083210648366,-0.29754313747253197,1.1511622982523897,262361.14552171354,0.342502485688803
51,2.186974008692451,0.2641741105254558,-0.3320013136840268,0.8468367885410757,159348.70043462256,0.3491388099660543
52,5.626798513511672,0.46590686829921135,-0.28426453152767234,1.382757177301749,331339.9256755836,0.3120218567287153
53,1.7317105872556353,0.22537125760596144,-0.3228243085943839,0.7917257297529748,136585.52936278176,0.3230816400182522
54,2.1680364423389884,0.2626512264238072,-0.2871064735491739,0.8414320482229266,158401.82211694942,0.351845337910258
55,6.97361591092872,0.5217988587957367,-0.34068226684148734,1.4615376633459947,398680.795546436,0.32333817524737263
56,4.766250425729581,0.42524187206665043,-0.37202410923736284,1.22979634423087,288312.521286479,0.333651570218066
57,1.6458376927418787,0.21748107767800606,-0.3762766745698105,0.7748736620572486,132291.88463709393,0.3200839592179896
58,3.3614972118081887,0.3469904083347082,-0.46649872149484034,1.0154949145024943,218074.86059040943,0.35626410790006113
59,3.9487890233910816,0.3818485897390569,-0.27149034661753507,1.1591309308630722,247439.4511695541,0.3243303688389203
60,4.754767123400825,0.4246673726033452,-0.2947680868112093,1.1895743842715338,287738.35617004125,0.34898461921506935
61,1.1635548571202738,0.16892532703320184,-0.3965995500781345,0.6557300047863299,108177.74285601369,0.3131300097004341
62,1.3229447973272173,0.18585158163267135,-0.3493784589500795,0.6776678405806115,116147.23986636086,0.33372447952037004
63,11.139653148337679,0.6568289493628876,-0.20914063904327151,1.7221808975984756,606982.657416884,0.32386541298034793
64,2.7318532415488472,0.30517917285555973,-0.2329757596744958,1.0650007786076656,186592.66207744236,0.28974066259848186
65,1.2906394357113742,0.18249751892702637,-0.44639665377260834,0.6974879792660278,114531.9717855687,0.308862293302514
66,9.500764771545194,0.6089370941245926,-0.2051424485502316,1.68739560322094,525038.2385772597,0.310727094401152
67,5.548220586228243,0.46237463340301255,-0.36054600350418137,1.3379388993786334,327411.0293114122,0.3232128097266094
68,2.615448680881722,0.29684101478897196,-0.25263085845582584,0.9837357447720201,180772.43404408608,0.31494703199110724
69,4.057079539569661,0.3879114357144364,-0.37858120885605656,1.1398958553698013,252853.97697848303,0.33796147254617004
70,3.404629685994294,0.34967395637253706,-0.30762534528511715,1.1060905827260437,220231.4842997147,0.3167767227904968
71,7.929443717433408,0.5570464364330483,-0.24502636921097787,1.4909837238106607,446472.1858716704,0.3346552848664526
72,14.618410689898742,0.7434508061770084,-0.2793946500661645,1.6549307714031278,780920.534494937,0.37961295401331896
73,1.5873391391909806,0.21198831293852072,-0.3208420736961407,0.736001236088656,129366.95695954903,0.34109444750018075
74,14.707895038082295,0.745466442597952,-0.24207138837838993,1.6588255844200284,785394.7519041147,0.37945296989950955
75,5.135890074875905,0.44326481938002793,-0.2949672677215617,1.2014867333690964,306794.50374379527,0.3589843337569508
76,2.110716492062886,0.2579970939733325,-0.19135293452383198,0.892483036329168,155535.8246031443,0.3120234808144703
77,3.311869737839741,0.3438764435107007,-0.26206901763520246,1.040281097041484,215593.48689198706,0.34062907655082447
78,7.397243422876631,0.5378148853376468,-0.24642533160149804,1.4974945288743877,419862.17114383157,0.3224765647377938
79,1.635756647291878,0.21654146659263085,-0.32544971976068815,0.7877198230005651,131787.8323645939,0.31049050512157345
80,13.32403709739739,0.7132115249588051,-0.18810730333064463,1.7057640400129677,716201.8548698695,0.3521494361347056
81,4.055040611936722,0.3877982436099421,-0.22445379903388235,1.1091109117588787,252752.0305968361,0.35186277865020305
82,3.339249522094647,0.34559795143363226,-0.3932976411571393,1.0246644064983041,216962.47610473237,0.3491154071671835
83,1.5337156876970943,0.2068655684410199,-0.3271934304393417,0.7714803579908586,126685.78438485472,0.3036358006071851
84,3.6551188409855335,0.3648569090915672,-0.22389174661768826,1.16508116413998,232755.94204927667,0.30782601201334064
85,3.7622930283859155,0.37115453742474136,-0.258650947400848,1.1204122270445007,238114.65141929578,0.33136594054499174
86,1.134955407987773,0.1657836531743273,-0.29553044648230214,0.6377834345119027,106747.77039938865,0.3229938617783136
87,1.3563424037214706,0.18928015078837013,-0.3606065335926533,0.6790462848595434,117817.12018607353,0.34302070373401283
88,3.6329452629744754,0.36353955858622133,-0.225681347293385,1.0703052602180994,231647.26314872378,0.34619414965564466
89,1.1399237789138317,0.1663318328189196,-0.28784222942479276,0.6508052143390046,106996.18894569158,0.31087379374601004
90,10.343029119605589,0.6342405676732088,-0.2909946526345935,1.5788080114887777,567151.4559802795,0.3500133709641963
91,5.984831921934565,0.4815904558250055,-0.3059183583869208,1.2390581408772905,349241.59609672823,0.3743149677208049
92,11.683120528683554,0.6715692901370593,-0.26323054365529946,1.6411062992287733,634156.0264341778,0.3508133920257987
93,5.963807412416569,0.4806874248705013,-0.22747431301237087,1.4002344770719761,348190.3706208285,0.31673602635086107
94,3.6975460164256493,0.3673636523678854,-0.28858925978569,1.0614219693071067,234877.30082128246,0.3548481376204735
95,3.4988031886483544,0.35546101933083585,-0.4494165981868159,1.1253133392440278,224940.1594324177,0.3144445398337941
96,8.079266830157739,0.562295130251514,-0.23810862815359557,1.5070013793075978,453963.34150788694,0.3331450152207502
97,3.5397591253223606,0.35794768884472394,-0.22609736570984518,1.1184660093648067,226987.95626611804,0.31970947709957537
98,1.5074289808316501,0.2043226969288321,-0.37798835099619976,0.7005103567277642,125371.4490415825,0.35826572261458184
99,2.4476622271906807,0.28443716358609783,-0.3131341707166764,0.8800910761008772,172383.11135953403,0.3573122146040488
100,0.6586699495345019,0.10776040493433969,-0.342949066632575,0.48152863199546997,82933.4974767251,0.31802319157068043
101,4.75045697660394,0.42445150370881457,-0.25822169485442,1.2586450909661806,287522.848830197,0.3226506254566395
102,15.959602874064021,0.7727433609369934,-0.23258891108237853,1.6781755297896872,847980.1437032011,0.38596661034654534
103,10.20139868443185,0.6300929389474661,-0.19134510333010196,1.6015514233362242,560069.9342215925,0.3418465248259458
104,2.377506022126247,0.27910761036696097,-0.39720387418614883,0.8959338307911408,168875.30110631234,0.3399688223238116
105,0.8296021172541794,0.1299543446640017,-0.32084335785441864,0.541872747143432,91480.10586270897,0.32180771374549355
106,0.398233840916391,0.07014618460755173,-0.3098330265623342,0.3750193654932111,69911.69204581955,0.3114892965599716
107,14.82157793202366,0.7480139826863428,-0.16542952309384587,1.7170414296897014,791078.896601183,0.36437392664122986
108,3.0297954690499367,0.32561310044436365,-0.24914074094361768,1.0316059490671103,201489.77345249683,0.32413692096125646
109,5.353706459169763,0.4534830940172083,-0.1839753169627245,1.334884333841829,317685.3229584882,0.3182878406326001
110,3.658242837412966,0.3650421057539708,-0.3639699436694869,1.1181161647725637,232912.1418706483,0.32610042176125764
111,25.34891953026579,0.9379621365129476,-0.26178442367041127,1.901780239175519,1317445.9765132894,0.3878300880291474
112,2.403596018347539,0.28109981269287654,-0.263115133510849,0.9060143911849151,170179.80091737694,0.33648435623097894
113,0.1764975456751554,0.03341993893184525,-0.4362992435698411,0.25811692331399355,58824.87728375777,0.2866783455587535
114,4.132659473341619,0.39208183202535474,-0.3533703653674582,1.0634131553985453,256632.97366708092,0.3794806148589857
115,5.132076431242754,0.4430833519220343,-0.22433485688177313,1.2844134445223276,306603.8215621377,0.327862615292111
116,0.5894763180606735,0.09825469528934327,-0.6049620118106191,0.45857111945897017,79473.81590303367,0.306298717922832
117,1.4075404564267586,0.19446158639807076,-0.34694705467601117,0.7010458677895591,120377.02282133793,0.3334812258756767
118,4.027794822192331,0.3862821735166184,-0.2294881002614481,1.150368509059869,251389.74110961656,0.33182161920525816
119,3.819517032662066,0.37447088028784403,-0.22782769938061953,1.1656890066537688,240975.8516331033,0.3157911570135868
120,3.7636374152241574,0.37123281333816815,-0.1899224110634041,1.1205441876053532,238181.87076120786,0.3308729542914147
121,7.192602387076258,0.5301605782147254,-0.3475778448434053,1.4247693723468045,409630.1193538129,0.33916937076347053
122,3.411616355457591,0.35010666699559456,-0.20952743990602213,1.0769810916746223,220580.81777287956,0.3295413791249499
123,5.164809357896466,0.4446379869986492,-0.20147188906033794,1.315527766183999,308240.4678948233,0.31866896930989186
124,1.1927727019527747,0.1721009042323438,-0.34771273671935826,0.670349361283521,109638.63509763873,0.30766853300987057
125,2.114429156386673,0.258300609377045,-0.40390644649780555,0.8709515146002649,155721.45781933365,0.3243401654564326
126,8.535607440804363,0.5778672263973783,-0.25453682221783397,1.4988980933134173,476780.37204021815,0.34400471190430937
127,5.698725753392825,0.4691109706423542,-0.20705827694441878,1.302289721690601,334936.28766964126,0.3398402364499142
128,1.9229146067180745,0.2422528544207192,-0.2865521362520231,0.8349659932217717,146145.73033590373,0.3225308759400382
129,5.7093674867387865,0.4695826884297969,-0.2667896801306101,1.3091533136572628,335468.3743369393,0.3381071563715459
130,3.575512476437373,0.3601038909655232,-0.25902853149056576,1.1970918113232056,228775.62382186865,0.29290802604000693
131,3.761398810919599,0.3711024625219963,-0.40351240601614474,1.14420306395754,238069.94054597995,0.3215456015088677
132,7.507622626854717,0.54188186402424,-0.2455654665440418,1.3965252279729004,425381.13134273584,0.35565119151416263
133,10.01596509482122,0.6245988218092637,-0.25153829084645735,1.541711271528653,550798.254741061,0.3559324202276682
134,17.6573376870184,0.8072813891349231,-0.25905342519536595,1.718785205242407,932866.8843509201,0.38839203646658416
135,5.084524802980407,0.44081307280096227,-0.317644356953304,1.199967831534734,304226.24014902033,0.3578153139376601
136,1.5610569165213826,0.20948821787549265,-0.3202760654743207,0.7713419261217006,128052.84582606913,0.30993778955141194
137,2.77565937199488,0.3082633477669672,-0.21658720216769428,0.940518465757202,188782.968599744,0.3519506806762624
138,4.027167966737629,0.3862472155954233,-0.3113061642404881,1.1713225912058454,251358.39833688145,0.32409949252485765
139,6.544080681960974,0.504850697580276,-0.20427299428598153,1.3577978442296834,377204.0340980487,0.3449824485214451
140,4.973389347984813,0.43545135998151796,-0.29270448111584624,1.1807578020874452,298669.46739924065,0.36247232681320823
141,4.875998811761081,0.4306869420372732,-0.23550962116168134,1.214609556419194,293799.940588054,0.3437436460237376
142,11.133358555126923,0.6566551647166061,-0.19990671988572187,1.63541940246011,606667.9277563462,0.345177674130251
143,6.312428107955599,0.4953884892816698,-0.24556546654404152,1.3380378457400373,365621.40539777995,0.34614348838554876
144,2.110757431887851,0.2580004424355762,-0.33287038831363003,0.9041897497543372,155537.87159439255,0.3055767003019559
145,1.4337282724147205,0.19707798689703138,-0.3624014488258813,0.7256836795642378,121686.41362073603,0.31771387343265384
146,5.020632344474337,0.43774023376931326,-0.27420505702072806,1.2554626688031245,301031.61722371686,0.33400535454696834
147,1.2877349818621329,0.1821941226519399,-0.4124055620128958,0.6875470551068741,114386.74909310664,0.31721717217242584
148,1.9440089246386902,0.24406084130248829,-0.26798676547873423,0.8279633287454294,147200.4462319345,0.3300371555487025
149,1.5817907417882915,0.21146221459774384,-0.24425202800332654,0.7659017732147892,129089.53708941457,0.31598325233533464
150,2.1695760988129935,0.26277531031216683,-0.4893352863855439,0.8697872956350016,158478.8049406497,0.3320516713163658
151,2.8996240706949727,0.31683902787843543,-0.32288494288379804,1.0505668446459473,194981.20353474864,0.3073563531664268
152,3.58884385479577,0.3609044359670668,-0.2602649891038408,1.0903160932452163,229442.1927397885,0.3338903499639148
153,1.9628078801170736,0.24566340526045782,-0.2127947664574752,0.8603402505382395,148140.39400585368,0.31286343533009275
154,1.9475459501139976,0.24436298612759288,-0.239071287171812,0.8591418301759361,147377.29750569988,0.3104234825672527
155,7.899255711178453,0.5559803791875464,-0.2624942931584279,1.5139913663351128,444962.7855589227,0.32800542905900965
156,2.263189006493629,0.27023097234986926,-0.2472987553211173,0.912243449569972,163159.45032468144,0.31732906273877964
157,10.340765568192639,0.6341746055884454,-0.2129195406765936,1.5978149651800257,567038.2784096319,0.34512376856808624
158,3.837624762913589,0.37551374665302806,-0.3277033143666668,1.1226019598874175,241881.23814567947,0.3342500748800137
159,1.1412527501422067,0.16647829123945224,-0.3436759430933015,0.6419645171361403,107062.63750711034,0.32007243464146706
160,1.3115966197166764,0.18467763595771247,-0.2575958058818605,0.7050104246987978,115579.83098583382,0.30743992710614176
161,1.6503105920327896,0.21789706297889633,-0.37452474200944297,0.7449217235440662,132515.5296016395,0.3445851814661158
162,0.31052986821310613,0.05621738204853144,-0.38548361575903706,0.33319504382112336,65526.493410655305,0.3012467989045082
163,3.3867401722907795,0.34856349048412216,-0.26241156792873954,1.065382410895009,219337.00861453897,0.33256394199770195
164,4.196048694206155,0.395541953106491,-0.25677922634471906,1.1844980507259038,259802.43471030775,0.3266731202752423
165,3.9322604437421163,0.38091391845032896,-0.2201909770220912,1.174164095726808,246613.02218710582,0.31853259082385915
166,8.3568253023802,0.5718388383232489,-0.2048182185937343,1.4524946833659447,467841.26511901,0.3549700752500323
167,2.62449937681856,0.2974969422139171,-0.27433261556349203,0.9440366704801348,181224.968840928,0.3355150710157074
168,7.6267836998344904,0.5462254351674856,-0.2715151437692929,1.425976548662714,431339.1849917245,0.34852180651668924
169,4.41233032729162,0.40709983964247676,-0.29088931260825973,1.140055534044754,270616.516364581,0.3553297128241061
170,3.2238544674264498,0.3382827397310073,-0.34586584694455835,1.0602544279620592,211192.7233713225,0.32508776452051297
171,-0.17563173651346287,-0.03830853600298556,-0.4688515497278039,0.04213790572584849,41218.41317432686,0.32418095145242865
172,6.880329737053372,0.518181113861591,-0.31293084382337777,1.3410077154081887,394016.4868526686,0.36007007021434473
173,5.49345472652095,0.4598927497225267,-0.21019064364080225,1.3312052520921582,324672.7363260475,0.3235517159516494
174,0.8615603650106134,0.1339186286478573,-0.31416837849810897,0.5406404126189338,93078.01825053067,0.3413044899146531
175,4.050396659027554,0.3875402961883869,-0.2964652875428444,1.1628327707745059,252519.83295137773,0.32825830269380524
176,5.972158519853829,0.48104637619903134,-0.2889188147887215,1.3448202852367797,348607.9259926914,0.3336016060580483
177,4.072675788357166,0.38877606717134694,-0.2541152219133351,1.1219478162350673,253633.7894178583,0.3469914375623968
178,4.732306133306212,0.4235410201826484,-0.29963700956579564,1.245459483420003,286615.3066653106,0.3266189747251506
179,4.36954470288179,0.4048430308841513,-0.34340711617883796,1.147143192665774,268477.2351440895,0.3499263269731453
180,0.9275130203617747,0.1419311172393385,-0.38578771108751897,0.5540132500715635,96375.65101808874,0.35312716237139447
181,1.844585543014933,0.23544685199039095,-0.4216365457247868,0.8009119334393057,142229.27715074664,0.3332947768654692
182,6.750338789521529,0.5130825088869999,-0.22222184444670953,1.4366911702661171,387516.93947607646,0.3253048281920087
183,3.3794777679572503,0.3481116559855144,-0.23009298154129004,1.1395009725786747,218973.88839786252,0.3027492179127232
184,1.0329182451899626,0.1542938639580318,-0.39626086187320575,0.6348405402461319,101645.91225949813,0.29516521649076993
185,1.5997664339212578,0.2131634099470947,-0.2763073924658875,0.7773973937215435,129988.32169606289,0.3107720416464016
186,4.44294654238088,0.4087060296073366,-0.3323581613145912,1.1913214199676425,272147.32711904397,0.3349474096012537
187,3.0281745970110547,0.3255052468308828,-0.24582216455166464,1.0088231815275615,201408.72985055274,0.33502809439100084
188,2.811004035865392,0.31073105208581464,-0.37381402862083096,1.0273335843348423,190550.2017932696,0.3106005162912965
189,8.76748044852024,0.5855529155733181,-0.24969751527771644,1.3745524054294367,488374.02242601203,0.39182713007723996
190,3.8107367393970177,0.3739640770653012,-0.2705847575782303,1.0755032768485546,240536.83696985088,0.3543788212410994
191,2.822299730689282,0.3115158480992639,-0.2241492380499823,0.9702290215097997,191114.98653446411,0.33899688914100173
192,7.315221572125614,0.534765038110725,-0.3594337008927742,1.4046919478627549,415761.0786062807,0.3481059586803194
193,3.500211892964442,0.3555468491397247,-0.31634510843742103,1.0867454757400319,225010.59464822212,0.3311287195901671
194,2.4122159506278216,0.28175534339311104,-0.24628434810199237,0.9974136544592707,170610.7975313911,0.2917575821030606
195,0.8074011593907,0.12716776958984743,-0.26494695182599937,0.5406833216141071,90370.057969535,0.31233576333343477
196,0.7174990152125484,0.11559653485780297,-0.3907489203534693,0.5001104359436253,85874.95076062743,0.3235683840252879
197,1.7680763171928948,0.228653070972338,-0.2622843279426236,0.7784740581894688,138403.81585964473,0.3386660458785029
198,4.874812323727397,0.43062851097839694,-0.2855371001521617,1.2826792878837723,293740.61618636985,0.31911190842350895
199,1.3078120000336901,0.18428510249565067,-0.3309801904385465,0.6690746815886895,115390.6000016845,0.34035154195126927
200,0.08055935510368273,0.01579329171200583,-0.5265148249513261,0.20944653167233676,54027.96775518414,0.320628665246382
201,4.460653844754115,0.40963170427111195,-0.26619539718770524,1.2678817496812993,273032.69223770575,0.30875452709148854
202,3.073628273683908,0.3285167181262145,-0.2749669124642162,1.0583526719039902,203681.4136841954,0.31597564716955445
203,7.147592438579434,0.5284566159878008,-0.2624177756383845,1.4132506785981955,407379.62192897167,0.34173355302458935
204,3.5416332928101157,0.35806105139949596,-0.30795577309699584,1.110602496498786,227081.6646405058,0.32316604663218074
205,2.2890881725086842,0.27226350815585953,-0.29678136413076006,0.8985137285242506,164454.4086254342,0.3283077606091794
206,3.403986119164072,0.34963407033172844,-0.3195165710903103,1.1387197268663398,220199.3059582036,0.3038594806307138
207,3.222755152758232,0.338212288507155,-0.28563428211428254,1.1182234787343703,211137.7576379116,0.301512799513741
208,9.152031134140943,0.5979842882555233,-0.20220514251515762,1.5427664990783088,507601.55670704716,0.3419470153203875
209,0.438509790520933,0.07631012232544121,-0.3636363216929057,0.38881877765471407,71925.48952604664,0.33025195083883396
210,3.7468840644138117,0.3702561007722682,-0.2744558370653246,1.114220957801372,237344.2032206906,0.3330021281648247
211,2.522572117438911,0.2900331700636234,-0.2787359245558899,0.9577403485485738,176128.60587194553,0.31947179764608025
212,2.7125613903153765,0.30381176096824136,-0.371686453157322,0.9271559812544689,185628.06951576882,0.354697081661519
213,1.6262086876152861,0.2156488948941231,-0.33233293881337467,0.7852004150783364,131310.43438076432,0.3096721395479071
214,2.1228106065193137,0.2589847445588862,-0.2832969183446482,0.8462649989220317,156140.5303259657,0.3409145347241854
215,3.1358372385264124,0.3325951357311203,-0.2918551480910907,1.0343697076683214,206791.86192632062,0.3307586579247618
216,2.346917953914615,0.27675624536527876,-0.28285569789235515,0.9176962018186188,167345.89769573076,0.32392457456704843
217,1.745658141807581,0.22663404691021727,-0.3064514430221398,0.7670064924876038,137282.90709037904,0.34343442810074215
218,1.1171577934012813,0.1638115829303015,-0.28338951017873587,0.6255491568247705,105857.88967006406,0.3317792830224502
219,1.4972315276720547,0.2033305086238979,-0.42111130335905234,0.7378986448103918,124861.57638360273,0.32146715844760637
220,3.955728599714562,0.3822402722634115,-0.26487402924205866,1.1913174362954813,247786.42998572811,0.3130268941252017
221,1.4920565066639302,0.20282575433646755,-0.36868467978506086,0.7164193614997233,124602.82533319651,0.33722664847547684
222,4.238239261884485,0.39782631820097625,-0.3526375039034135,1.175237401573326,261911.96309422425,0.3321292695644234
223,3.696051368238912,0.3672756509659638,-0.2905507836308649,1.1643669362467328,234802.5684119456,0.30992112283909934
224,6.378687658768037,0.49811909749581673,-0.3714859608599817,1.3743685249691222,368934.38293840183,0.33514156471480255
225,1.066728554580977,0.15815100956059003,-0.37366845319525394,0.6571570805699312,103336.42772904885,0.28566260929405507
226,9.64657903743338,0.6134308390410623,-0.20850826702523864,1.6041645152635713,532328.951871669,0.3331246509611154
227,5.557785921753053,0.46280641601859873,-0.19310308433599602,1.349039028572579,327889.2960876527,0.32014433584849894
228,2.8356581838784383,0.31244157503902725,-0.277864770045748,1.0361343475302942,191782.90919392192,0.3089345071758983
229,11.00617533417707,0.653128315635312,-0.2743367792134879,1.6300250271370624,600308.7667088535,0.34520107373363007
230,9.169298390117827,0.598533615259689,-0.24870615321112055,1.5499845648531057,508464.9195058914,0.34033472591761005
231,0.8795213872919905,0.1361228405475261,-0.3060134706562181,0.5730357834329959,93976.06936459952,0.30431461797168724
232,9.86415310370318,0.6200456638889251,-0.34236906348151996,1.5359673000622236,543207.655185159,0.3556038326352549
233,6.460946173240869,0.5014819509241495,-0.27656207679297695,1.6006399785836334,373047.3086620434,0.2783224836453473
234,1.9652347042544092,0.24586969430950378,-0.4780724150801771,0.8492494562058995,148261.73521272046,0.3193904690078455
235,1.049632321165367,0.15620698195350502,-0.2739001880030596,0.614978160086258,102481.61605826835,0.31853910345975167
236,3.2251421029794827,0.3383652411818807,-0.29991511673508114,1.1363104141800484,211257.10514897414,0.2950940658436046
237,3.5241279876718377,0.3570007529101902,-0.25453737278136856,1.055779151013424,226206.3993835919,0.34657849773807614
238,6.466695661357191,0.5017158908977644,-0.2600250157587273,1.35184825302923,373334.78306785953,0.34516459528059046
239,1.5459760366199964,0.2080443944898105,-0.2973264511967527,0.7442687217357866,127298.80183099982,0.3249929443483261
240,4.602682648133911,0.416971102874895,-0.25225477063833074,1.2628306169709702,280134.1324066955,0.3159465714319825
241,3.474857918244373,0.3539987873392585,-0.3476189055510327,1.0173933342029249,223742.89591221866,0.3629144864770207
242,8.585182243719903,0.5795228699641928,-0.30823485831916086,1.4877217579601931,479259.11218599515,0.348531324903368
243,1.4184038553033376,0.19554968078575685,-0.37824156335851644,0.7207649497315124,120920.19276516688,0.3181440977833484
244,5.516774427293236,0.4609515873941574,-0.2332413914914871,1.2500066060158235,325838.7213646618,0.35344207166659636
245,2.428634347779915,0.28300028780575714,-0.2536413686078782,0.9027094736071224,171431.71738899575,0.3410104761816995
246,3.0695683897340365,0.328248829385974,-0.32580936926555804,1.0789076300347842,203478.4194867018,0.3070200029296084
247,5.856732915297634,0.4760543933264585,-0.270185838666284,1.2617109348086415,342836.6457648817,0.3604450903099201
248,2.282868293628124,0.2717765475628291,-0.21836629972944707,0.9080919368404542,164143.4146814062,0.3231580588980726
249,4.019521972551998,0.38582054041157354,-0.28596648041942463,1.1724160258803913,250976.09862759992,0.3226665539815756
250,5.832507409389461,0.4749981757588959,-0.25806172317151976,1.302643282829167,341625.370469473,0.34427706388472645
251,4.0246894396960755,0.3861089612231907,-0.43869906468670905,1.1348191768824925,251234.47198480376,0.33849502602425297
252,2.9012043098825955,0.31694693375241845,-0.3248137314968793,1.019289798819897,195060.21549412978,0.3213575082342459
253,2.3387514927354798,0.2761255750094671,-0.34415110366498286,0.883416954443063,166937.574636774,0.34261800836908024
